,song,all,male,female
940,blues.00058.au,20.43093038,9.356637474,-9.223975346
941,country.00094.au,16.94221612,15.03458329,-1.230473218
942,pop.00004.au,47.935867,-3.389682067,0.714652648
943,disco.00017.au,14.9837199,-4.051419565,4.205379833
944,hiphop.00005.au,43.47837013,10.23951147,-11.64111112
945,jazz.00081.au,-34.76199529,-11.28516381,6.125962111
946,reggae.00076.au,13.53504443,-6.859361447,-4.484855912
947,country.00040.au,9.18723452,-5.700593465,-0.070899529
948,hiphop.00066.au,11.10354633,-2.040272989,6.122683814
949,blues.00081.au,38.64832259,19.59815261,-16.34476589
950,hiphop.00093.au,-14.29442336,-7.502215098,-5.474823063
951,country.00042.au,7.592500932,-6.156769707,2.742408692
952,blues.00024.au,-46.97232766,-6.387374542,13.58604572
953,jazz.00044.au,-41.64174445,4.373465482,20.29322203
954,metal.00057.au,41.54054736,9.620268483,-15.24676338
955,classical.00065.au,-70.72771852,-4.256901215,11.80332966
956,classical.00054.au,10.84217499,18.29746131,3.949491604
957,reggae.00051.au,-2.468502535,-13.79027281,-4.356864858
958,metal.00034.au,6.081849031,10.9387596,-28.03839602
959,rock.00068.au,5.802811242,6.554046642,-11.40282428
960,hiphop.00089.au,10.94855779,-0.861504326,-12.19889772
961,classical.00064.au,-71.66704855,-5.386077795,16.71205475
962,pop.00051.au,55.05026478,-6.805593317,-3.242562085
963,metal.00031.au,41.0473463,12.70107721,-13.53670651
964,blues.00041.au,9.20007697,2.678556463,-10.77458627
965,reggae.00053.au,-42.3380395,-11.59478101,10.68923071
966,classical.00003.au,-56.19544137,-5.519623169,12.19985219
967,metal.00078.au,45.91301958,8.893797312,-13.25264421
968,pop.00097.au,9.218766454,-12.13362295,7.622173356
969,disco.00086.au,15.20226295,17.42984555,-5.657836451
970,jazz.00039.au,-38.50392804,-3.41038847,24.40213042
971,hiphop.00013.au,5.516517913,19.01859459,-1.839719856
972,reggae.00069.au,-3.030682207,-9.711668493,2.552550757
973,country.00077.au,5.58458946,15.79673255,-0.314857671
974,metal.00000.au,35.33680433,-8.182391716,-4.136130339
975,pop.00026.au,35.91744911,-1.46189496,9.197926372
976,blues.00050.au,20.96831104,12.26377003,-7.794597122
977,pop.00037.au,52.43407004,-1.284348668,-9.584852765
978,disco.00046.au,2.111771767,4.103258032,-8.822844808
979,country.00084.au,20.36331012,17.06806833,-5.166763685
980,disco.00026.au,39.22161862,-11.06427273,-0.144893978
981,pop.00033.au,31.12350832,-4.139968258,0.744973506
982,disco.00072.au,5.416868522,0.854196093,-19.06048726
983,hiphop.00077.au,52.77084143,-0.152920862,2.789103061
984,disco.00024.au,37.69354697,-4.875276138,2.971787059
985,reggae.00074.au,10.76756848,-9.464281183,9.309829173
986,classical.00098.au,-52.77490592,-3.700290973,6.753327485
987,jazz.00001.au,-61.97558136,-3.716743272,18.47009156
988,disco.00039.au,9.840377555,-0.886469772,0.138779555
989,country.00053.au,14.86890224,10.53712825,-8.168620423
990,reggae.00085.au,-16.00262884,8.710048079,11.91205893
991,pop.00043.au,42.977997,-11.68737364,-3.008243475
992,metal.00073.au,46.94871257,10.81132123,-11.51831597
993,blues.00099.au,-22.1230483,7.75651279,15.62240024
994,classical.00094.au,-63.75351964,-8.912295552,17.82731199
995,blues.00079.au,42.61472631,14.42009735,-12.93764955
996,metal.00074.au,-28.88832414,-11.70718515,1.140561089
997,classical.00085.au,-48.06747544,3.416311913,9.483078366
998,classical.00026.au,-53.03663622,-2.109965138,16.48984734
999,rock.00083.au,3.596715312,6.98013743,-6.613898201
